"","logFC","AveExpr","t","P.Value","adj.P.Val","B","gene_name"
"ENSG00000110200",0.111606196515672,5.55803237352861,1.34972579946798,0.180803442533803,0.693559534319159,-5.18123046587758,"ANAPC15"
"ENSG00000243627",0.428389188772305,0.0648534906509085,1.34968897850245,0.180815210401938,0.693559534319159,-4.59243465355651,"SMIM34A"
"ENSG00000132382",-0.264286417087812,2.97285714829123,-1.34938918500533,0.180911045042409,0.693654977225421,-5.00184544035421,"MYBBP1A"
"ENSG00000120942",-0.144068562865895,3.24144499811808,-1.3493746913145,0.180915679196801,0.693654977225421,-5.03783483964365,"UBIAD1"
"ENSG00000168594",-0.261084545328963,1.75816989384722,-1.3492332669463,0.180960902365868,0.693683459069161,-4.78927288931635,"ADAM29"
"ENSG00000157259",-0.106880471002739,5.65182862402967,-1.34879102216967,0.181102373810661,0.69408080370033,-5.1817210759296,"GATAD1"
"ENSG00000039523",-0.224650687355443,5.54180819274304,-1.34850963068604,0.181192432767042,0.694280983508618,-5.18022912704283,"RIPOR1"
"ENSG00000100234",0.460735501213501,-0.438628716648531,1.34816992840172,0.181301199110759,0.694455234991434,-4.55799543563724,"TIMP3"
"ENSG00000054277",-0.194843310150685,3.96974241941895,-1.3481148490388,0.181318839145038,0.694455234991434,-5.10961172958353,"OPN3"
"ENSG00000186074",0.241592982806886,6.43041024544036,1.34789043831392,0.181390723626819,0.694455234991434,-5.15234736860816,"CD300LF"
"ENSG00000177082",-0.108332189378031,4.55806261547744,-1.34773748555303,0.181439730640395,0.694455234991434,-5.16404631401692,"WDR73"
"ENSG00000106443",-0.246923033901456,4.34141693422554,-1.34765238108587,0.181467002971953,0.694455234991434,-5.13816958116634,"PHF14"
"ENSG00000173588",0.250446559223573,6.18981425879439,1.34756792502143,0.181494070580673,0.694455234991434,-5.16078760887549,"CEP83"
"ENSG00000183734",-0.297370472967785,0.744380917015215,-1.34736512073994,0.181559080467696,0.694455234991434,-4.64122808463538,"ASCL2"
"ENSG00000118412",-0.188396544883314,3.77513689134883,-1.34723270923436,0.18160153510573,0.694455234991434,-5.09133265300127,"CASP8AP2"
"ENSG00000162600",-0.189610100484692,5.62182247540472,-1.34723189865411,0.18160179502234,0.694455234991434,-5.18570555031727,"OMA1"
"ENSG00000165805",0.161835101129434,5.5655794905262,1.34697144027995,0.18168532685924,0.694455234991434,-5.1837423949173,"C12orf50"
"ENSG00000182180",0.139265777808194,4.5508145560027,1.34689225090155,0.181710729509285,0.694455234991434,-5.16099345809125,"MRPS16"
"ENSG00000134812",-0.484117032740611,3.01945183655291,-1.34683450058017,0.18172925655447,0.694455234991434,-4.97362065909074,"CBLIF"
"ENSG00000104518",0.180571876620123,5.36145846028444,1.34676444923682,0.181751731841082,0.694455234991434,-5.18600796953177,"GSDMD"
"ENSG00000073614",0.159590753391788,7.56351597236172,1.34671492397915,0.181767622801507,0.694455234991434,-5.07225074936572,"KDM5A"
"ENSG00000102034",0.170879715872026,5.1100060970345,1.34497953830701,0.182325111700756,0.69644018733729,-5.18741171151965,"ELF4"
"ENSG00000101188",-0.289539678090446,1.5618971191912,-1.34437565617923,0.182519410056041,0.696694710367646,-4.77014710217982,"NTSR1"
"ENSG00000155393",-0.157964314434545,4.24497579657235,-1.34431419864415,0.182539192705971,0.696694710367646,-5.14450660084421,"HEATR3"
"ENSG00000221826",0.291380616008342,2.00321462605399,1.34423604031298,0.18256435353639,0.696694710367646,-4.89799652855369,"PSG3"
"ENSG00000141570",-0.335260776542805,1.32025570926711,-1.34419207770934,0.182578507184799,0.696694710367646,-4.74226990186248,"CBX8"
"ENSG00000099617",0.440292398184583,-0.241098244122123,1.34413072886075,0.18259825967515,0.696694710367646,-4.56454432093416,"EFNA2"
"ENSG00000262919",-0.149275688981639,3.6512476975487,-1.34406477326861,0.182619497198362,0.696694710367646,-5.09203865155265,"CCNQ"
"ENSG00000102984",0.179790943926232,3.24190182165094,1.34379197023233,0.182707358849866,0.696885050775239,-5.05123657853791,"ZNF821"
"ENSG00000166900",0.257971166741417,8.10575436078072,1.34312103026165,0.182923584176473,0.697564816948886,-5.04222949589453,"STX3"
"ENSG00000100038",-0.149853303937817,4.68610201353933,-1.34297330200583,0.182971218825477,0.6976015268639,-5.17623845597637,"TOP3B"
"ENSG00000099901",-0.200574619520179,3.83619447114432,-1.34254615764039,0.183109003247891,0.697981857863299,-5.11687367393954,"RANBP1"
"ENSG00000182544",-0.195569046627048,3.54794795886187,-1.34238877588606,0.183159789785746,0.698030477933467,-5.07018326971383,"MFSD5"
"ENSG00000137672",0.208524786932529,3.96802708339414,1.34186651177094,0.183328398737565,0.698423014784497,-5.12745306984948,"TRPC6"
"ENSG00000110871",-0.140662108389906,5.08192396976423,-1.34183401063431,0.183338895348791,0.698423014784497,-5.19107800612842,"COQ5"
"ENSG00000114861",-0.165486334217123,8.79616456553672,-1.34170998167432,0.183378956076994,0.698430661929268,-4.99778148485369,"FOXP1"
"ENSG00000184752",-0.195461026794644,4.902157991405,-1.34134450220318,0.18349704250395,0.698735418696577,-5.18522345280723,"NDUFA12"
"ENSG00000273173",-0.641671184854936,2.59892127242156,-1.34098209959504,0.183614191428079,0.698777320323573,-4.91496568243786,"SNURF"
"ENSG00000117133",0.156105626019335,3.75735140092536,1.34066414948395,0.183717017253557,0.698777320323573,-5.10287565631268,"RPF1"
"ENSG00000075407",-0.0991306965254823,5.69852158447386,-1.34057987628495,0.183744278687329,0.698777320323573,-5.1912403351041,"ZNF37A"
