gene_id,gene_name,chr,logFC,AveExpr,t,P.Value,adj.P.Val,B
ENSG00000010322,NISCH,3,-0.121333888,5.799891614,-1.448357842,0.150073379,0.580928104,-5.086476166
ENSG00000010327,STAB1,3,-0.079614538,4.465556681,-0.40569294,0.6856764,0.918251435,-5.944722018
ENSG00000010361,FUZ,19,-0.48785207,4.279393667,-2.852224732,0.005097937,0.136445966,-2.291298546
ENSG00000010379,SLC6A13,12,-0.412366081,1.660575382,-1.030568834,0.304774798,0.733905067,-5.103656955
ENSG00000010404,IDS,X,-0.309888851,7.581322777,-2.891650478,0.004536144,0.12948115,-2.1780836
ENSG00000010438,PRSS3,9,-0.133546929,1.572163601,-0.416841996,0.677523982,0.915992612,-5.52322051
ENSG00000010539,ZNF200,16,-0.117010931,5.021682846,-1.50276574,0.135474668,0.561586143,-5.003818648
ENSG00000010610,CD4,12,-0.287748347,5.01260331,-2.358934393,0.019910619,0.245909254,-3.472435628
ENSG00000010626,LRRC23,12,0.249802286,2.894968636,1.353468366,0.178399806,0.617610668,-4.990062619
ENSG00000010671,BTK,X,0.219500919,6.666797986,1.717970291,0.088330277,0.46675097,-4.665543177
ENSG00000010704,HFE,6,-0.370447067,3.428191461,-2.304140234,0.022900202,0.263615042,-3.495525421
ENSG00000010803,SCMH1,1,-0.114345284,4.130410335,-0.996181879,0.32112673,0.741974894,-5.541655004
ENSG00000010810,FYN,6,-0.248014806,6.601659092,-1.497066072,0.136949889,0.563203734,-5.003965845
ENSG00000010818,HIVEP2,6,-0.074699804,4.754741751,-0.473971198,0.636364677,0.901672347,-5.954286837
ENSG00000010932,FMO1,1,-0.23926888,0.054125832,-0.789817908,0.431161269,0.814781045,-5.072091745
ENSG00000011007,ELOA,1,-0.109787554,3.199468777,-0.798874483,0.425910349,0.812746679,-5.59147835
ENSG00000011009,LYPLA2,1,0.066614896,5.262410576,0.69240889,0.489991876,0.843925878,-5.847536134
ENSG00000011021,CLCN6,1,0.230837211,4.222690668,2.215591741,0.028568453,0.293068964,-3.728596978
ENSG00000011028,MRC2,17,-0.035641822,1.899090114,-0.133418482,0.894081498,0.976183164,-5.682249542
ENSG00000011052,NME1-NME2,17,-0.299281176,-2.653626711,-0.66252792,0.50887833,0.853450365,-4.857698369
ENSG00000011083,SLC6A7,5,0.147558252,-0.849767202,0.335511445,0.737813588,0.934275395,-5.136677395
ENSG00000011105,TSPAN9,12,-0.015607805,2.175375979,-0.053346608,0.9575427,0.989850214,-5.70608341
ENSG00000011114,BTBD7,14,0.149356345,5.264549824,1.796103168,0.074944417,0.437998654,-4.554373234
ENSG00000011132,APBA3,19,-0.144303568,4.220438061,-1.302957655,0.195034674,0.636112712,-5.219812391
ENSG00000011143,MKS1,17,-0.321694434,1.745662852,-1.647057936,0.102110711,0.497623546,-4.442291943
ENSG00000011198,ABHD5,3,0.004076793,7.478074839,0.027349214,0.978225737,0.994172693,-6.010950486
ENSG00000011201,ANOS1,X,0.117472794,1.065464144,0.394699399,0.693751542,0.920917925,-5.337833528
ENSG00000011243,AKAP8L,19,-0.19258015,5.574483386,-2.265000408,0.025270824,0.277547936,-3.681139711
ENSG00000011258,MBTD1,17,0.094883172,4.89580449,0.830500707,0.407872457,0.802741284,-5.733729559
ENSG00000011260,UTP18,17,0.124766482,5.102723098,1.217779268,0.225649829,0.66755141,-5.36800222
ENSG00000011275,RNF216,7,0.073833784,6.122913089,0.824450528,0.41128706,0.804683844,-5.751477561
ENSG00000011295,TTC19,17,-0.00855103,5.69007997,-0.09187927,0.926944139,0.983468561,-6.07784291
ENSG00000011304,PTBP1,19,-0.155918153,5.203419977,-1.275352488,0.204599366,0.648167664,-5.303416564
ENSG00000011332,DPF1,19,0.388779258,1.926326824,1.772298017,0.078832593,0.448371062,-4.266783455
ENSG00000011347,SYT7,11,0.111978516,0.101218993,0.264266247,0.792019134,0.950477134,-5.253796349
ENSG00000011376,LARS2,3,-0.252315879,3.536817133,-1.505784574,0.134698365,0.560938383,-4.889275056
ENSG00000011405,PIK3C2A,11,-0.01210081,4.443466332,-0.09697453,0.922905201,0.983066706,-6.028173988
ENSG00000011422,PLAUR,19,-0.308052363,7.386849714,-2.55806682,0.011745134,0.193039782,-2.996217324
ENSG00000011426,ANLN,7,0.757180684,3.353808432,3.41322296,0.000870954,0.064457618,-0.72086731
ENSG00000011451,WIZ,19,0.198428342,2.918774947,1.803826154,0.073717577,0.433657825,-4.367384848
ENSG00000011454,RABGAP1,9,0.108672494,5.979596066,1.212555358,0.227634632,0.670238545,-5.37965423
ENSG00000011465,DCN,12,0.008917008,3.995383936,0.073046397,0.941888409,0.985914719,-5.994030823
ENSG00000011478,QPCTL,19,0.100547931,2.22957707,0.524283665,0.601029238,0.889900681,-5.577966373
ENSG00000011485,PPP5C,19,-0.202206246,3.737724433,-1.3060786,0.193974561,0.634618375,-5.16269433
ENSG00000011523,CEP68,2,-0.089435414,5.160514715,-1.111288304,0.268622016,0.707709525,-5.489333671
ENSG00000011566,MAP4K3,2,-0.108515247,4.230967878,-0.639524517,0.523676692,0.858552602,-5.816865748
ENSG00000011590,ZBTB32,19,-0.157180069,2.356280893,-0.532909999,0.59506193,0.88799705,-5.632169891
ENSG00000011600,TYROBP,19,0.102171807,8.630878805,0.704847671,0.482243856,0.840394711,-5.709343793
ENSG00000011638,TMEM159,16,-0.101726783,3.79565274,-1.241865592,0.216660072,0.660790399,-5.240233704
ENSG00000011677,GABRA3,X,-0.071161935,-1.359932368,-0.169034681,0.86604834,0.96976702,-5.192809786
ENSG00000012048,BRCA1,17,-0.170684133,4.82163968,-1.76164488,0.080625646,0.451918985,-4.599353924
ENSG00000012061,ERCC1,19,-0.125417642,5.485593068,-1.50332085,0.135331657,0.561586143,-5.011103447
ENSG00000012124,CD22,19,-0.106403789,4.536746866,-0.581572621,0.561923917,0.876406489,-5.866383342
ENSG00000012171,SEMA3B,3,-0.000353287,0.907722545,-0.00139627,0.998888211,0.999402777,-5.4432467
ENSG00000012174,MBTPS2,X,-0.028828757,2.136358021,-0.316125004,0.752445974,0.939238628,-5.653903901
ENSG00000012211,PRICKLE3,X,0.085885067,4.488359506,0.717005421,0.474736507,0.837022853,-5.799486117
ENSG00000012223,LTF,3,1.219101709,6.318797749,3.533479319,0.00057942,0.052908787,-0.399916237
ENSG00000012232,EXTL3,8,-0.106255164,5.914197348,-1.144940354,0.254467312,0.696672591,-5.456677067
ENSG00000012504,NR1H4,12,-0.5593869,0.688009834,-1.831018802,0.069529485,0.423827353,-4.078837287
ENSG00000012660,ELOVL5,6,-0.321465609,7.319791558,-2.727528826,0.007319501,0.158190505,-2.596449365
ENSG00000012779,ALOX5,10,0.073856586,9.347076427,0.453937015,0.650677886,0.907156875,-5.799888471
ENSG00000012817,KDM5D,Y,-0.043073391,3.410289599,-0.12921111,0.897402652,0.976721442,-5.476824815
ENSG00000012822,CALCOCO1,12,-0.251793015,6.360990255,-3.0095618,0.00317746,0.110872832,-1.902923166
ENSG00000012963,UBR7,14,0.056665862,3.080319999,0.47732043,0.633985013,0.901342527,-5.747377354
ENSG00000012983,MAP4K5,14,-0.128952974,5.333616449,-1.291580469,0.198935669,0.641144969,-5.287258882
ENSG00000013016,EHD3,2,-0.094323414,1.721992257,-0.593357538,0.554036561,0.87233932,-5.470607942
ENSG00000013275,PSMC4,19,0.110389489,4.096394622,1.049280488,0.296116054,0.72940109,-5.478199977
ENSG00000013288,MAN2B2,4,-0.051367922,4.50167367,-0.617838803,0.537829243,0.866306174,-5.857718564
ENSG00000013293,SLC7A14,3,0.093930274,5.045092463,1.000817146,0.318889311,0.741307348,-5.595320307
ENSG00000013297,CLDN11,3,0.237151104,2.424219974,1.947302859,0.053788088,0.380279268,-4.058651964
ENSG00000013306,SLC25A39,17,-0.217312172,9.498688463,-0.756855059,0.45059085,0.826325817,-5.613404626
ENSG00000013364,MVP,16,-0.181540705,6.848372189,-1.856260492,0.065820737,0.411640862,-4.428547471
ENSG00000013374,NUB1,7,-0.303129231,5.848789779,-2.765326403,0.00656744,0.154196936,-2.539373942
ENSG00000013375,PGM3,6,0.018252442,4.814144847,0.118862006,0.905579504,0.978461485,-6.051333846
ENSG00000013392,RWDD2A,6,-0.165177213,0.297303557,-1.36190129,0.175729866,0.614518323,-4.62723039
ENSG00000013441,CLK1,2,-0.088485129,7.13869395,-0.626176763,0.53236479,0.863164607,-5.849671425
ENSG00000013503,POLR3B,12,-0.265604675,3.044963041,-1.900138571,0.059766897,0.397018321,-4.216305153
ENSG00000013523,ANGEL1,14,-0.189645579,2.995534475,-1.507516759,0.134254502,0.560415127,-4.794631027
ENSG00000013561,RNF14,5,0.027171101,5.747676975,0.167854942,0.866974377,0.970093746,-6.064895671
ENSG00000013563,DNASE1L1,X,0.299340338,4.835367703,2.070316079,0.040525187,0.342922672,-4.05175008
ENSG00000013573,DDX11,12,0.141546203,4.903240877,0.907639919,0.36585168,0.776523707,-5.668269611
ENSG00000013583,HEBP1,12,-0.336869306,4.380339834,-2.455710579,0.015464258,0.218322703,-3.236823349
ENSG00000013588,GPRC5A,12,0.014639501,2.562255984,0.084290069,0.93296349,0.984681535,-5.777420325
ENSG00000013619,MAMLD1,X,0.099999166,1.003273583,0.366143876,0.714889692,0.927226058,-5.438082777
ENSG00000013725,CD6,11,-0.338578174,6.175159358,-3.073045521,0.002612287,0.10288823,-1.735009655
ENSG00000013810,TACC3,4,-0.178553811,6.393291383,-1.837731418,0.068526637,0.420366946,-4.476519587
ENSG00000014123,UFL1,6,0.253190148,3.399693512,1.732489849,0.085704798,0.462918716,-4.518444728
ENSG00000014138,POLA2,11,-0.134066384,3.829534545,-1.066452825,0.288317649,0.723783746,-5.440346945
ENSG00000014164,ZC3H3,8,0.028735678,4.947841816,0.233643762,0.815651795,0.957681234,-6.043041275
ENSG00000014216,CAPN1,11,0.037053506,7.030278335,0.387762542,0.698865153,0.922660549,-5.963024574
ENSG00000014257,ACPP,3,0.190435058,6.916253206,1.261819206,0.209412658,0.653666653,-5.289909658
ENSG00000014824,SLC30A9,4,0.244194908,4.679187367,2.034125555,0.044099696,0.355002552,-4.108147584
ENSG00000014914,MTMR11,1,0.009146251,2.943971027,0.033508944,0.973323306,0.993017007,-5.806151397
ENSG00000014919,COX15,10,0.347479066,5.774174204,2.784929523,0.006205744,0.151061311,-2.488555796
ENSG00000015133,CCDC88C,14,-0.238114879,5.857226146,-1.630049857,0.105661278,0.503294383,-4.824754352
ENSG00000015153,YAF2,12,0.013099747,5.748197221,0.130951241,0.896028828,0.976653583,-6.073457595
ENSG00000015171,ZMYND11,10,0.101654792,3.553838319,0.646165827,0.519381429,0.857025215,-5.724749492
ENSG00000015285,WAS,X,-0.23191859,7.607195231,-1.951201309,0.053317344,0.378417067,-4.227285719
ENSG00000015413,DPEP1,16,0.399656713,-0.187657514,0.746219831,0.456965187,0.829190211,-5.030803041
ENSG00000015475,BID,22,-0.057912875,6.953561852,-0.481288145,0.631170863,0.90067719,-5.932422411
ENSG00000015479,MATR3,5,-0.079018259,5.968572702,-0.737610865,0.462162408,0.830318014,-5.8206571
ENSG00000015520,NPC1L1,7,0.116279482,-1.008113023,0.394467283,0.693922423,0.920917925,-5.091300122
ENSG00000015532,XYLT2,17,-0.145206984,3.475739447,-1.55752369,0.121927648,0.538999716,-4.794064939
ENSG00000015568,RGPD5,2,0.054850753,6.352966383,0.416255803,0.677951677,0.916071165,-5.986145949
ENSG00000015592,STMN4,8,0.120833729,1.427009848,0.698972047,0.48589531,0.84232504,-5.344894652
ENSG00000015676,NUDCD3,7,-0.178261167,4.982232501,-1.59823221,0.112569198,0.520438452,-4.859505609
ENSG00000016082,ISL1,5,0.133170649,-0.754703834,0.375645956,0.707830225,0.925663327,-5.149866973
ENSG00000016391,CHDH,3,0.5726363,1.010103881,3.309136507,0.001229436,0.07282082,-1.129629128
ENSG00000016402,IL20RA,6,0.033689055,-0.72322975,0.068499171,0.945500035,0.987220516,-5.195629475
ENSG00000016602,CLCA4,1,0.834529434,-1.368475866,2.595401723,0.010602763,0.182662367,-2.95910453
ENSG00000016864,GLT8D1,3,-0.006284426,4.725812287,-0.064818007,0.948424629,0.987980579,-6.053568802
ENSG00000017260,ATP2C1,3,0.230057095,5.831939368,1.862134821,0.064981715,0.410917524,-4.444974278
ENSG00000017427,IGF1,12,-0.050054647,1.066625067,-0.228849677,0.819367612,0.958844631,-5.479640324
ENSG00000017483,SLC38A5,X,0.097143168,5.528711298,0.418186426,0.676543461,0.915950436,-5.997617428
ENSG00000017797,RALBP1,18,-0.164442392,6.031692506,-1.865966391,0.064439284,0.409546313,-4.437031048
ENSG00000018189,RUFY3,4,-0.191767131,5.038494007,-2.002681209,0.047420886,0.365698715,-4.184160934
ENSG00000018236,CNTN1,12,0.232498541,0.704633766,0.49309861,0.622826252,0.898231354,-5.287626868
ENSG00000018280,SLC11A1,2,-0.456515338,9.595520991,-2.679532267,0.008386932,0.168058566,-2.638372607
ENSG00000018408,WWTR1,3,-0.030243742,1.880426881,-0.143685967,0.885984703,0.974317749,-5.615680904
ENSG00000018510,AGPS,2,0.271866203,4.39664181,2.324750743,0.021732264,0.256702056,-3.515208272
ENSG00000018610,CXorf56,X,0.015849864,3.464574712,0.198574416,0.842925062,0.964303455,-5.90806101
ENSG00000018625,ATP1A2,1,0.356914378,1.07494186,1.172314594,0.243347017,0.685620106,-4.910518772
ENSG00000018699,TTC27,2,-0.201654137,3.058589733,-1.130898093,0.260308591,0.701304571,-5.259178269
ENSG00000018869,ZNF582,19,-0.446777046,1.53718211,-1.803917099,0.07370323,0.433657825,-4.198208441
ENSG00000019102,VSIG2,11,-0.265129071,2.890948863,-1.195146365,0.234339959,0.677267839,-5.199997974
ENSG00000019144,PHLDB1,11,0.081312571,4.147347768,0.725438779,0.469567346,0.834688415,-5.758606858
ENSG00000019169,MARCO,2,0.680131168,3.040609738,2.630367446,0.009624642,0.174734088,-2.732257955
ENSG00000019186,CYP24A1,20,-0.058071515,0.800769813,-0.155687445,0.876535816,0.972388506,-5.427582561
ENSG00000019485,PRDM11,11,-0.431814727,1.543380607,-2.22573493,0.027862402,0.290066099,-3.480970948
ENSG00000019505,SYT13,11,0.109525026,-0.310021419,0.31230693,0.755338596,0.939833543,-5.198831863
ENSG00000019549,SNAI2,8,0.343092972,-0.614615835,0.939512595,0.349317649,0.764314476,-4.882349432
ENSG00000019582,CD74,5,-0.623018181,8.016813853,-3.334899717,0.001129677,0.069373132,-0.968011793
ENSG00000019991,HGF,7,0.81020446,5.706786419,2.753039611,0.006803821,0.15478255,-2.563751038
ENSG00000019995,ZRANB1,10,-0.049963128,4.842076697,-0.385844428,0.700281577,0.922924381,-5.993464653
ENSG00000020129,NCDN,1,-0.221554199,2.412304001,-1.252301411,0.21284717,0.657565554,-5.042205766
ENSG00000020181,ADGRA2,8,0.1358837,0.582357124,0.533679505,0.594530953,0.887805802,-5.285012529
ENSG00000020256,ZFP64,20,0.011393523,3.946812194,0.169925139,0.865349497,0.969723629,-5.968808754
ENSG00000020426,MNAT1,14,0.052267248,2.731217912,0.252158686,0.801341262,0.953819124,-5.798763006
ENSG00000020577,SAMD4A,14,-0.227850454,2.628005417,-1.508799763,0.133926478,0.560183813,-4.761633297
ENSG00000020633,RUNX3,1,-0.449148774,4.0699815,-2.740514306,0.007052732,0.156524603,-2.555779879
ENSG00000020922,MRE11,11,-0.111365989,5.805495237,-0.835854753,0.404865047,0.800256149,-5.74815625
ENSG00000021300,PLEKHB1,11,-0.256377018,2.301864158,-1.090957322,0.277434202,0.715071948,-5.202382269
ENSG00000021355,SERPINB1,6,0.57327786,8.780451844,3.2664471,0.001413055,0.077883504,-1.145064175
ENSG00000021461,CYP3A43,7,-0.147050847,1.627026209,-0.746069182,0.457055847,0.829190211,-5.32281878
ENSG00000021488,SLC7A9,19,0.120174355,1.518928061,0.935660125,0.351290225,0.765332044,-5.198542418
ENSG00000021574,SPAST,2,-0.003396869,6.09149623,-0.052173562,0.958475436,0.989850214,-6.074326645
ENSG00000021645,NRXN3,14,0.010189952,2.119153479,0.04655632,0.962942707,0.990368851,-5.703813426
ENSG00000021762,OSBPL5,11,-0.08297087,4.811345779,-0.532337953,0.595456796,0.888004524,-5.922043343
ENSG00000021776,AQR,15,0.193310088,4.948594264,1.778816564,0.077751728,0.44547872,-4.57269141
ENSG00000021826,CPS1,2,0.280503282,1.836991922,1.139164099,0.256858838,0.698035623,-5.081668527
ENSG00000021852,C8B,1,0.333235119,0.3974326,0.725168791,0.469732343,0.834688415,-5.193300453
ENSG00000022267,FHL1,X,-0.234137549,3.718827074,-1.293713523,0.198199926,0.640563733,-5.200034941
ENSG00000022277,RTF2,20,-0.044246555,6.717208966,-0.449554383,0.653826714,0.908639058,-5.955399986
ENSG00000022355,GABRA1,5,0.456779465,0.654338105,1.841348982,0.067991192,0.418200516,-4.051351625
ENSG00000022556,NLRP2,19,0.084140721,4.955538614,1.084313884,0.280356447,0.717178086,-5.508629773
ENSG00000022567,SLC45A4,8,-0.474272332,6.196415986,-3.75090349,0.000270539,0.035935606,0.272587656
ENSG00000022840,RNF10,12,0.025578108,9.874698559,0.184471569,0.853948763,0.967031414,-5.843321024
ENSG00000022976,ZNF839,14,0.0510158,4.573119563,0.52672682,0.599336397,0.889379042,-5.9189157
ENSG00000023041,ZDHHC6,10,0.015369852,5.551145292,0.130048198,0.896741737,0.976721442,-6.073008731
ENSG00000023171,GRAMD1B,11,-0.363530964,3.699494138,-2.613629999,0.010082211,0.178259563,-2.831123411
ENSG00000023191,RNH1,11,0.074050934,5.361477922,0.59830179,0.550743906,0.870274309,-5.906848535
ENSG00000023228,NDUFS1,2,0.079741558,5.069758303,1.13246869,0.259650629,0.700518544,-5.461185838
ENSG00000023287,RB1CC1,8,-0.068315018,5.978380917,-0.494288202,0.621988441,0.897800038,-5.96200357
ENSG00000023318,ERP44,9,0.141443371,4.718908397,1.258627834,0.210559713,0.65546353,-5.302250224
ENSG00000023330,ALAS1,3,0.031013015,4.513536604,0.253401499,0.800383023,0.953663334,-6.006912309
ENSG00000023445,BIRC3,11,-0.05967454,4.857651426,-0.547837165,0.584801203,0.884797869,-5.916309954
ENSG00000023516,AKAP11,13,-0.002928083,3.268793896,-0.018792819,0.985036977,0.996052199,-5.878690334
ENSG00000023572,GLRX2,1,0.197799359,3.396610339,1.515680985,0.132177862,0.558018332,-4.846572617
ENSG00000023608,SNAPC1,14,-0.136919748,2.896536428,-2.223763882,0.027998399,0.290493287,-3.602969427
ENSG00000023697,DERA,12,0.095999294,4.673065726,0.87853977,0.38137192,0.785512312,-5.68494239
ENSG00000023734,STRAP,12,0.185827054,4.456906832,1.741553344,0.084098514,0.459935677,-4.608211711
ENSG00000023839,ABCC2,10,-0.148063292,4.104796062,-1.359328369,0.176541259,0.616016095,-5.1411792
ENSG00000023892,DEF6,6,-0.317332388,5.901949608,-2.613312389,0.01009108,0.178259563,-2.905404199
ENSG00000023902,PLEKHO1,1,-0.436796103,4.877034078,-2.532651817,0.012584794,0.198904466,-3.082390807
ENSG00000023909,GCLM,1,0.430166521,6.1761703,2.686857085,0.008215406,0.167153823,-2.722928617
ENSG00000024048,UBR2,6,-0.204071107,6.573735865,-1.876465711,0.062972265,0.404999061,-4.403940391
ENSG00000024422,EHD2,19,0.111919579,2.986589729,0.519419578,0.604406011,0.891060471,-5.756085894
ENSG00000024526,DEPDC1,1,0.403459593,0.836266528,1.585268829,0.115485043,0.527923409,-4.426944919
ENSG00000024862,CCDC28A,6,-0.001698582,4.493451654,-0.014621086,0.988358278,0.996287081,-6.042683212
ENSG00000025039,RRAGD,6,0.349452686,4.76034482,2.83797923,0.00531611,0.139388396,-2.342358067
ENSG00000025156,HSF2,6,-0.149679397,1.950662438,-0.882582271,0.379191752,0.784111962,-5.30589322
ENSG00000025293,PHF20,20,-0.189908361,6.037785031,-2.647089828,0.009186285,0.172007478,-2.824529599
ENSG00000025423,HSD17B6,12,0.211749032,-1.30306538,0.474694098,0.635850726,0.901537435,-5.056965176
ENSG00000025434,NR1H3,11,-0.027993956,4.341090679,-0.255031762,0.799126511,0.952882987,-6.000454993
ENSG00000025708,TYMP,22,-0.36661748,7.75385267,-2.483762423,0.014352647,0.212418004,-3.150757503
ENSG00000025770,NCAPH2,22,-0.190575908,3.873450815,-2.242445827,0.026732375,0.285093554,-3.654788439
ENSG00000025772,TOMM34,20,0.046767029,2.686651597,0.360523513,0.719076978,0.927994575,-5.742596662
ENSG00000025796,SEC63,6,0.091819162,6.219594824,1.107937256,0.270060934,0.709518807,-5.489525227
ENSG00000025800,KPNA6,1,0.023137717,5.02471947,0.220338167,0.825974819,0.960458913,-6.047562783
ENSG00000026025,VIM,10,0.239951811,10.07635646,1.785696463,0.076624229,0.442441781,-4.396052556
ENSG00000026036,RTEL1-TNFRSF6B,20,-0.150187528,1.642766624,-1.082717632,0.281061732,0.717646894,-5.094834715
ENSG00000026103,FAS,10,-0.080303249,6.872350464,-0.548793725,0.584146525,0.884797869,-5.903898246
ENSG00000026297,RNASET2,6,-0.144093727,8.196199245,-1.090198961,0.277766716,0.715302231,-5.407139212
ENSG00000026508,CD44,11,0.360591083,10.51046259,2.194461406,0.030089555,0.30006111,-3.652439595
ENSG00000026559,KCNG1,20,-0.178491642,1.199075264,-0.879852194,0.380663262,0.785021743,-5.173124029
ENSG00000026652,AGPAT4,6,-0.07059075,4.255176693,-0.480238031,0.631915144,0.900894364,-5.910772112
ENSG00000026751,SLAMF7,1,0.279332888,4.45610051,1.20476516,0.230617833,0.674346889,-5.347098324
ENSG00000026950,BTN3A1,6,-0.778696145,5.953299966,-3.654559226,0.000380612,0.044087164,-0.034552139
ENSG00000027001,MIPEP,13,-0.172099777,1.674129758,-0.712555299,0.477476873,0.838323429,-5.380120052
ENSG00000027075,PRKCH,14,-0.195594537,8.353201547,-2.49751618,0.013834147,0.20821108,-3.096255059
