gene_id,gene_name,chr,logFC,AveExpr,t,P.Value,adj.P.Val,B
ENSG00000206559,ZCWPW2,3,0.149961315,3.352693998,1.169725701,0.244383668,0.686578576,-5.262393453
ENSG00000206560,ANKRD28,3,-0.015013985,6.202844726,-0.07789243,0.938040788,0.985480009,-6.065788032
ENSG00000206561,COLQ,3,-0.263158,2.451124544,-0.894575665,0.372769375,0.780315519,-5.419068951
ENSG00000206562,METTL6,3,0.025885229,4.619810034,0.328616192,0.743007253,0.935204713,-5.994459435
ENSG00000206579,XKR4,8,0.005641818,0.383479262,0.05280154,0.957976098,0.989850214,-5.357678948
ENSG00000211445,GPX3,5,0.124572946,6.598833641,0.952897993,0.34251941,0.761034235,-5.625753402
ENSG00000211448,DIO2,14,0.215350413,0.311487104,0.52317474,0.601798322,0.890005943,-5.240632649
ENSG00000211450,SELENOH,11,0.007986353,4.21749107,0.066958598,0.946723894,0.987448025,-6.007038803
ENSG00000211452,DIO1,1,-0.000411308,2.314091564,-0.002565054,0.99795756,0.999046202,-5.727652456
ENSG00000211455,STK38L,12,0.048866257,6.571270284,0.411056617,0.681749673,0.91749769,-5.976604884
ENSG00000211460,TSN,2,0.279969217,4.435285232,2.160196268,0.032706053,0.310660187,-3.851597554
ENSG00000211584,SLC48A1,12,-0.010360601,5.112355564,-0.108344007,0.91390019,0.980976905,-6.069321732
ENSG00000212123,PRR22,19,-0.230574227,-1.374211874,-0.849792083,0.397099529,0.795152166,-4.90115534
ENSG00000212124,TAS2R19,12,0.219398989,3.670382401,1.105158013,0.271258375,0.710275122,-5.364617477
ENSG00000212126,TAS2R50,12,0.448345876,0.342010401,1.240980634,0.21698568,0.660790399,-4.748066576
ENSG00000212127,TAS2R14,12,0.570727095,2.057271177,2.247156078,0.026421184,0.283741755,-3.460455405
ENSG00000212128,TAS2R13,12,0.52144568,1.092615347,2.124162075,0.035668197,0.322648638,-3.625115024
ENSG00000212657,KRTAP16-1,17,0.027095045,-1.385546819,0.082874313,0.934086833,0.984765004,-5.108342871
ENSG00000212658,KRTAP29-1,17,-0.215096952,-2.298820037,-0.529867012,0.597163804,0.888429925,-4.941723223
ENSG00000212659,KRTAP9-6,17,0.184070503,-0.789734477,0.622245209,0.534937866,0.864739262,-5.024467265
ENSG00000212724,KRTAP2-3,17,0.043725413,-2.511833,0.102056106,0.918879114,0.982321647,-4.999704089
ENSG00000212725,KRTAP2-1,17,-0.168035717,-1.352928766,-0.340756139,0.733871246,0.932674031,-5.087350202
ENSG00000212807,OR2A42,7,-0.087966413,1.131852941,-0.496185093,0.620653517,0.896966508,-5.38517888
ENSG00000212864,RNF208,9,0.059542517,0.234120871,0.194109778,0.846411653,0.96517642,-5.345703256
ENSG00000212899,KRTAP3-3,17,-0.269143998,-2.39230793,-0.619963338,0.536434183,0.865831932,-4.907474695
ENSG00000212901,KRTAP3-1,17,0.240153884,-1.195346871,0.509601603,0.611248016,0.893628629,-5.062095528
ENSG00000212907,MT-ND4L,MT,0.489072002,11.04461792,2.984668546,0.003428368,0.114516893,-1.866492768
ENSG00000212916,MAP10,1,-0.10256642,0.145628084,-0.682176792,0.496415852,0.846924758,-5.115878135
ENSG00000212933,KRTAP12-4,21,-0.045186055,-0.868048335,-0.082382433,0.93447715,0.984765004,-5.209544635
ENSG00000212935,KRTAP10-3,21,0.200524434,-1.505945229,0.489054121,0.625678416,0.899393226,-5.032978812
ENSG00000212938,KRTAP6-3,21,0.339297963,-2.300293893,0.721825293,0.471778339,0.835570745,-4.870764191
ENSG00000212993,POU5F1B,8,-0.02765084,0.510568294,-0.146290533,0.883932658,0.973609111,-5.365359634
ENSG00000213015,ZNF580,19,-0.085059463,4.266333811,-0.637269741,0.525139149,0.859196785,-5.827940872
ENSG00000213020,ZNF611,19,-0.038411166,6.919946476,-0.641731783,0.5222471,0.857974975,-5.84659729
ENSG00000213022,KLK9,19,-0.247159527,-1.975210905,-0.532493415,0.595349473,0.88799705,-4.965831003
ENSG00000213023,SYT3,19,0.235377117,-0.228737762,0.545275218,0.58655632,0.884984653,-5.153382405
ENSG00000213024,NUP62,19,0.059667042,4.332322352,0.604460246,0.546656324,0.869241615,-5.84935418
ENSG00000213047,DENND1B,1,-0.091713585,5.041590312,-0.71700368,0.474737578,0.837022853,-5.82536668
ENSG00000213064,SFT2D2,1,0.272122671,6.35676491,2.691071884,0.008118153,0.166295296,-2.71272374
ENSG00000213066,FGFR1OP,6,-0.065434677,5.033246265,-0.52433446,0.60099402,0.889900681,-5.940330629
ENSG00000213079,SCAF8,6,0.002424307,6.568484785,0.022553231,0.98204337,0.99563882,-6.059612706
ENSG00000213085,CFAP45,1,-0.515962437,1.735248644,-1.506489392,0.13451762,0.560739587,-4.663000034
ENSG00000213088,ACKR1,1,-0.03043582,1.273355132,-0.09006589,0.928382044,0.983716502,-5.574092111
ENSG00000213096,AC092279.1,19,0.137940912,4.254640352,0.882096889,0.379453114,0.784111962,-5.652243174
ENSG00000213123,TCTEX1D2,3,0.224922955,2.150385122,0.845993009,0.399207207,0.796721965,-5.373592571
ENSG00000213139,CRYGS,3,-0.086239892,1.610231382,-0.37430648,0.708823853,0.925829277,-5.547891734
ENSG00000213145,CRIP1,14,-0.435024052,2.944507905,-2.292295812,0.023596071,0.267169828,-3.470687438
ENSG00000213160,KLHL23,2,0.044908667,1.134632738,0.289632658,0.772587237,0.943550695,-5.47578763
ENSG00000213185,FAM24B,10,-0.389026675,1.792040258,-1.330395434,0.185860966,0.627984225,-4.826517567
ENSG00000213186,TRIM59,3,0.119088994,3.691587892,1.103460874,0.271991398,0.710459925,-5.388097285
ENSG00000213190,MLLT11,1,-0.117929582,2.727748769,-1.443455162,0.151446362,0.583058998,-4.875021663
ENSG00000213199,ASIC3,7,0.032205482,1.420307079,0.140539701,0.888464565,0.974923198,-5.558122069
ENSG00000213203,GIMAP1,7,-0.118634752,3.778137513,-0.976951801,0.33051959,0.749717995,-5.512176912
ENSG00000213204,AL049697.1,6,0.370544848,3.081740088,2.016536318,0.045932126,0.360498792,-4.006820133
ENSG00000213213,CCDC183,9,-0.164159208,3.545840994,-0.994027432,0.322170196,0.743226719,-5.488520797
ENSG00000213214,ARHGEF35,7,0.312854598,0.665876188,1.988451331,0.048992473,0.369520241,-3.837692289
ENSG00000213215,OR2F1,7,0.128903185,5.022354624,1.33532984,0.184245993,0.626347649,-5.224567627
ENSG00000213218,CSH2,17,-0.084555466,-2.166984817,-0.220102032,0.826158303,0.960458913,-5.015422533
ENSG00000213221,DNLZ,9,-0.357903817,-0.339357086,-1.757592338,0.081316483,0.45294353,-4.130338253
ENSG00000213231,TCL1B,14,-0.224953673,0.677291376,-0.846617442,0.398860312,0.796592298,-5.151855019
ENSG00000213246,SUPT4H1,17,-0.121596621,6.837932877,-1.204381718,0.230765392,0.674413866,-5.359455197
ENSG00000213265,TSGA13,7,-0.255969254,-0.678366909,-0.927987147,0.35524025,0.768152633,-4.911973603
ENSG00000213281,NRAS,1,0.421060678,4.335894424,3.261433495,0.001436225,0.078140058,-1.188529083
ENSG00000213297,ZNF625-ZNF20,19,0.554589953,-1.291541233,1.396403198,0.165119838,0.602634081,-4.479823855
ENSG00000213316,LTC4S,5,-0.039352524,2.655957771,-0.238850457,0.811620922,0.957133707,-5.781664964
ENSG00000213337,ANKRD39,2,-0.241213283,1.960761584,-1.223229613,0.223592356,0.666381315,-5.01095596
ENSG00000213339,QTRT1,19,-0.168199654,3.312741597,-1.482967984,0.140652728,0.56824569,-4.887251155
ENSG00000213341,CHUK,10,0.281406053,5.641307033,1.786584996,0.076479602,0.442251612,-4.573631965
ENSG00000213347,MXD3,5,-0.058742246,5.724596129,-0.43213976,0.666400039,0.913115049,-5.991617072
ENSG00000213366,GSTM2,1,0.085466771,6.155898949,1.491066927,0.138516143,0.564584786,-5.020592101
ENSG00000213380,COG8,16,-0.235127229,3.961735106,-1.892377699,0.060802303,0.398905738,-4.319545748
ENSG00000213390,ARHGAP19,10,-0.099046459,5.032859169,-1.029974081,0.30505278,0.733905067,-5.567308535
ENSG00000213397,HAUS7,X,-0.089258471,3.121817181,-0.77962929,0.437113723,0.817063017,-5.608634319
ENSG00000213398,LCAT,16,-0.128628408,4.390313319,-1.007705418,0.315583505,0.738925336,-5.552487359
ENSG00000213402,PTPRCAP,11,-0.490473614,4.886431116,-2.179261015,0.031226909,0.305902266,-3.841326528
ENSG00000213413,PVRIG,7,-0.020640674,4.991952012,-0.193640486,0.846778318,0.965274595,-6.050248054
ENSG00000213420,GPC2,7,-0.055053283,2.628040895,-0.340477503,0.734080514,0.932674031,-5.743452212
ENSG00000213445,SIPA1,11,-0.16138257,7.163514724,-1.50481446,0.134947452,0.561137993,-4.962763319
ENSG00000213462,ERV3-1,7,-0.286503387,6.788242237,-2.057086281,0.041801957,0.346850416,-4.065606553
ENSG00000213463,SYNJ2BP,14,-0.287115422,1.73032031,-2.162443352,0.032528612,0.310041372,-3.607206872
ENSG00000213465,ARL2,11,-0.035025559,3.894962563,-0.366832918,0.714376936,0.927154475,-5.915660018
ENSG00000213471,TTLL13P,15,-0.159724533,-0.503757994,-0.552253586,0.581781456,0.884353176,-5.102318447
ENSG00000213516,RBMXL1,1,0.100373223,3.717397596,0.84606401,0.399167754,0.796721965,-5.623827296
